Group,Question,Expected Answer 1,Expected Answer 2,Expected Answer 3,CODE,Answers,Bad Answer 1,Bad Answer score,Bad Answer 2,Bad Answer 2 score,Bad Answer 3,Bad Answer 3 score
3,There are little green caterpillars all over my cabbage plants. what are they?,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html,"http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html","http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html",http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/INVERT/roseslug.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7422.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/geranium.html,0.55
3,My cabbage plants have tiny greenish caterpillars. Will these cause damage?,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html,"http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html","http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html",http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/INVERT/roseslug.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7422.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/geranium.html,0.55
3,Can you tell me what little green worms would be found in the cabbage in my garden?,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html,"http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html","http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html",http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/INVERT/roseslug.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7422.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/geranium.html,0.55
3,The cabbage in my garden has small green caterpillars. What might they be?,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html,"http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html","http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html",http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/INVERT/roseslug.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7422.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/geranium.html,0.55
3,My cabbage is being taken over by little green worms. What are they and will they damage the plant?,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html,http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html,"http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html","http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/loopers.html
http://ipm.ucanr.edu/PMG/GARDEN/VEGES/PESTS/importcabwrm.html
http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/INVERT/idcater.html",http://ipm.ucanr.edu/PMG/GARDEN/PLANTS/INVERT/roseslug.html,0.57,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7422.html,0.56,http://ipm.ucanr.edu/PMG/GARDEN/FLOWERS/geranium.html,0.55
4,What can I do to get rid of slugs?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html,http://ipm.ucanr.edu/QT/snailsslugscard.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html",http://ipm.ucanr.edu/PMG/WEEDS/petty_spurge.html,0.46,,,,
4,I have found slug trails in my garden. How do I manage them?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html,http://ipm.ucanr.edu/QT/snailsslugscard.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html",http://ipm.ucanr.edu/PMG/WEEDS/petty_spurge.html,0.46,,,,
4,What approach is best for getting rid of slugs?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html,http://ipm.ucanr.edu/QT/snailsslugscard.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html",http://ipm.ucanr.edu/PMG/WEEDS/petty_spurge.html,0.46,,,,
4,What is the best method to control slugs in my garden?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html,http://ipm.ucanr.edu/QT/snailsslugscard.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html",http://ipm.ucanr.edu/PMG/WEEDS/petty_spurge.html,0.46,,,,
4,My garden has a lot of slugs. How do I eradicate them?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html,http://ipm.ucanr.edu/QT/snailsslugscard.html,,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html
http://ipm.ucanr.edu/QT/snailsslugscard.html",http://ipm.ucanr.edu/PMG/WEEDS/petty_spurge.html,0.46,,,,
5,I have a weed that's growing close to the ground. It grows fast and has long skinny branches and tiny leaves. What is it? How can I get rid of it?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html",,,,,,
5,"My yard has a ground-covering weed that is spreading quickly. The plant has little leaves on long slender stems. What do think it is, and what do you suggest I do to manage it?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html",,,,,,
5,There is a fast-growing weed in my yard with long slender branches and tiny leaves. It is spreading rapidly close to the ground. Can you identify it and a method to kill it?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html",,,,,,
5,"I need help with a really fast growing weed in my yard. It grows close to the ground and has long skinny stems with tiny leaves. What is this weed, and how should I treat for it in the grass?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html",,,,,,
5,"I have an invasive plant in my yard that is close to the ground in height with long slender stems and teeny leaves. It is spreading rapidly, and I need to control it. Do you have an idea what it is? ",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7445.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn74128.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7441.html",,,,,,
6,The woodpeckers in my neighborhood are driving me crazy with all the hammering. What can I do to chase them away?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,"Sorry, that request is outside my scope. For now, I only deal with pest-related requests.",,,,,
6,How can I discourage woodpeckers in my area from making all of that loud pecking noise?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,"Sorry, that request is outside my scope. For now, I only deal with pest-related requests.",,,,,
6,Is there a method to shoo woodpeckers away from our neighborhood? They are making so much racket that I am losing my mind.,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,"Sorry, that request is outside my scope. For now, I only deal with pest-related requests.",,,,,
6,"There are a lot of noisy woodpeckers in my neighborhood, and I would like to encourage them to go elsewhere. Is there a suggested method for doing this without causing them any harm?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,"Sorry, that request is outside my scope. For now, I only deal with pest-related requests.",,,,,
6,I need to do something about all of the noisy woodpeckers in my neighborhood. Can you recommend any approaches to chase them off?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74124.html,"Sorry, that request is outside my scope. For now, I only deal with pest-related requests.",,,,,
7,there are fuzzy little bugs eating my wool coat. How do I get rid of them?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html",http://ipm.ucanr.edu/PMG/PESTNOTES//pn74153.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74168.html,0.55,http://ipm.ucanr.edu/QT/earwigscard.html,0.53
7,"I found several hairy little bugs on my wool coat in the closet, and I think they are eating holes it. How can I stop this from happening?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html",http://ipm.ucanr.edu/PMG/PESTNOTES//pn74153.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74168.html,0.55,http://ipm.ucanr.edu/QT/earwigscard.html,0.53
7,"My wool coat has fuzzy little bugs eating it. It was stored in my closet, so what should I do to prevent any further damage?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html",http://ipm.ucanr.edu/PMG/PESTNOTES//pn74153.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74168.html,0.55,http://ipm.ucanr.edu/QT/earwigscard.html,0.53
7,How can I get rid of these tiny fuzzy bugs that I found on my wool coat in the closet? I think they have been eating the wool and making holes.,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html",http://ipm.ucanr.edu/PMG/PESTNOTES//pn74153.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74168.html,0.55,http://ipm.ucanr.edu/QT/earwigscard.html,0.53
7,"Apparently, my wool coat is being eaten by tiny fuzzy bugs. What should I do to stop and prevent this from happening?",http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html,"http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html","http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7435.html
http://ipm.ucanr.edu/PMG/PESTNOTES/pn7436.html",http://ipm.ucanr.edu/PMG/PESTNOTES//pn74153.html,0.56,http://ipm.ucanr.edu/PMG/PESTNOTES/pn74168.html,0.55,http://ipm.ucanr.edu/QT/earwigscard.html,0.53
8,How can I tell what kind of ant is invading my kitchen?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7410.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7404.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7408.html,0.53
8,There are ants all over my kitchen. How can I tell what kind they are?,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,,,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7410.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7404.html,0.55,http://ipm.ucanr.edu/PMG/PESTNOTES/pn7408.html,0.53
